,Unnamed: 0,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
518,518.0,IndiGo,6E-103/6353,"Mon, Feb 21",Bangalore,Lucknow,,,"2,967"
519,519.0,IndiGo,6E-2472/2109,"Mon, Feb 21",Goa,Lucknow,,1 Stop,"2,967"
520,520.0,Air Asia,I5-336/722,"Mon, Feb 21",Bangalore,New Delhi,15h 15m,1 Stop,"2,336"
521,521.0,Air Asia,I5-942/996,"Mon, Feb 21",Patna,New Delhi,25h 50m,1 Stop,"2,336"
522,522.0,Air Asia,I5-942/749,"Wed, Mar 16",Bangalore,New Delhi,,1 Stop,"2,336"
523,523.0,IndiGo,6E-6201,"Wed, Mar 16",Patna,New Delhi,,,"2,339"
524,524.0,IndiGo,6E-6721,"Wed, Mar 16",Bangalore,New Delhi,21h 20m,2 Stops,"2,339"
525,525.0,IndiGo,6E-2172,"Wed, Mar 16",Patna,New Delhi,14h 35m,2 Stops,"2,339"
526,526.0,IndiGo,6E-5017,"Wed, Mar 16",Bangalore,New Delhi,,2 Stops,"2,339"
527,527.0,IndiGo,6E-2077,"Wed, Mar 16",Patna,New Delhi,,,"2,339"
528,528.0,IndiGo,6E-2047,"Wed, Mar 16",Bangalore,New Delhi,,2 Stops,"2,339"
529,529.0,IndiGo,6E-168,"Wed, Mar 16",Patna,New Delhi,,2 Stops,"2,339"
530,530.0,IndiGo,6E-468/6684,"Wed, Mar 16",Bangalore,New Delhi,32h 06m,,"3,535"
531,531.0,IndiGo,6E-468/2349,"Wed, Mar 16",Patna,New Delhi,33h 26m,,"3,535"
532,532.0,IndiGo,6E-712/6684,"Mon, Feb 21",Bangalore,New Delhi,46h 40m,,"3,624"
533,533.0,IndiGo,6E-744/643,"Mon, Feb 21",Patna,New Delhi,,1 Stop,"3,624"
534,534.0,IndiGo,6E-712/2349,"Mon, Feb 21",Bangalore,New Delhi,,2 Stops,"3,624"
535,535.0,Air Asia,I5-819/741,"Mon, Feb 21",Patna,New Delhi,22h 40m,,"3,747"
536,536.0,Air Asia,I5-1518/766,"Mon, Feb 21",Bangalore,New Delhi,25h 50m,2 Stops,"3,747"
537,537.0,Air Asia,I5-1518/749,"Mon, Feb 21",Patna,New Delhi,24h 55m,,"3,747"
538,538.0,Air Asia,I5-819/549,"Mon, Feb 21",Bangalore,New Delhi,,,"3,747"
539,539.0,Air Asia,I5-1518/722,"Mon, Feb 21",Patna,New Delhi,,1 Stop,"3,747"
540,540.0,IndiGo,6E-613,"Mon, Feb 21",Bangalore,New Delhi,25h 40m,1 Stop,"1,999"
541,541.0,Vistara,UK-834,"Mon, Feb 21",Hyderabad,New Delhi,,1 Stop,"2,051"
542,542.0,Air India,AI-440,"Thu, Mar 10",Bangalore,New Delhi,,1 Stop,"2,271"
543,543.0,Air India,AI-539,"Thu, Mar 10",Hyderabad,New Delhi,30h 25m,1 Stop,"2,271"
544,544.0,Air India,AI-538,"Thu, Mar 10",Bangalore,New Delhi,33h 35m,1 Stop,"2,271"
545,545.0,Air India,AI-430,"Thu, Mar 10",Hyderabad,New Delhi,24h 45m,Non Stop,"2,271"
546,546.0,SpiceJet,SG-8104,"Thu, Mar 10",Bangalore,New Delhi,27h 15m,Non Stop,"2,326"
547,547.0,SpiceJet,SG-8108,"Thu, Mar 10",Hyderabad,New Delhi,36h 50m,Non Stop,"2,326"
548,548.0,IndiGo,6E-2062,"Thu, Mar 10",Bangalore,New Delhi,12h 25m,Non Stop,"2,329"
549,549.0,IndiGo,6E-6567,"Thu, Mar 10",Hyderabad,New Delhi,40h 00m,Non Stop,"2,329"
550,550.0,IndiGo,6E-855/2349,"Thu, Mar 10",Bangalore,New Delhi,4h 20m,Non Stop,"2,927"
551,551.0,IndiGo,6E-6491/643,"Thu, Mar 10",Hyderabad,New Delhi,8h 55m,Non Stop,"2,927"
552,552.0,IndiGo,6E-638/2349,"Fri, Feb 4",Bangalore,New Delhi,,Non Stop,"2,927"
553,553.0,IndiGo,6E-6067/6684,"Fri, Feb 4",Hyderabad,New Delhi,,Non Stop,"2,927"
554,554.0,IndiGo,6E-6067/2349,"Fri, Feb 4",Bangalore,New Delhi,,Non Stop,"2,927"
555,555.0,IndiGo,6E-886/643,"Fri, Feb 4",Hyderabad,New Delhi,7h 40m,Non Stop,"2,927"
556,556.0,IndiGo,6E-6491/6684,"Fri, Feb 4",Bangalore,New Delhi,18h 25m,Non Stop,"2,927"
557,557.0,IndiGo,6E-6104/2481,"Fri, Feb 4",Hyderabad,New Delhi,10h 35m,1 Stop,"2,954"
558,558.0,IndiGo,6E-528/2369,"Fri, Feb 4",Bangalore,New Delhi,12h 15m,1 Stop,"2,954"
559,559.0,IndiGo,6E-6104/587,"Fri, Feb 4",Hyderabad,New Delhi,,Non Stop,"2,954"
560,560.0,IndiGo,6E-6277/2347,"Fri, Feb 4",Bangalore,New Delhi,40h 53m,Non Stop,"2,227"
561,561.0,IndiGo,6E-982/2024,"Fri, Feb 4",Vijayawada,New Delhi,34h 56m,Non Stop,"2,227"
562,562.0,IndiGo,6E-6277/2072,-,Bangalore,New Delhi,25h 19m,Non Stop,"2,227"
563,563.0,IndiGo,6E-913/648,"Thu, Feb 10",Vijayawada,New Delhi,,Non Stop,"2,227"
564,564.0,IndiGo,6E-982/2347,"Thu, Feb 10",Bangalore,New Delhi,25h 19m,Non Stop,"2,227"
565,565.0,IndiGo,6E-913/7404,"Thu, Feb 10",Vijayawada,New Delhi,24h 39m,Non Stop,"2,227"
566,566.0,Air India,AI-840,"Thu, Feb 10",Bangalore,New Delhi,,Non Stop,"2,276"
567,567.0,Air India,AI-541,"Thu, Feb 10",Vijayawada,New Delhi,,Non Stop,"2,276"
568,568.0,Air India,AI-559,"Thu, Feb 10",Bangalore,New Delhi,,Non Stop,"2,276"
569,569.0,Air India,AI-543,"Thu, Feb 10",Vijayawada,New Delhi,29h 20m,Non Stop,"2,276"
570,570.0,SpiceJet,SG-8264,"Thu, Feb 10",Bangalore,New Delhi,30h 55m,Non Stop,"3,011"
571,571.0,Go First,G8-102,"Thu, Feb 10",Vijayawada,New Delhi,,Non Stop,"3,013"
572,572.0,Air Asia,I5-582/768,"Thu, Feb 10",Bangalore,New Delhi,39h 55m,Non Stop,"3,014"
573,573.0,Air Asia,I5-588/996,"Sun, Mar 13",Vijayawada,New Delhi,,Non Stop,"3,014"
574,574.0,Air Asia,I5-583/788,"Sun, Mar 13",Bangalore,New Delhi,,Non Stop,"3,014"
575,575.0,Air Asia,I5-991/749,"Sun, Mar 13",Vijayawada,New Delhi,6h 20m,Non Stop,"3,014"
576,576.0,Air Asia,I5-582/482,"Sun, Mar 13",Bangalore,New Delhi,9h 35m,1 Stop,"3,014"
577,577.0,Air Asia,I5-991/722,"Sun, Mar 13",Vijayawada,New Delhi,9h 50m,1 Stop,"3,014"
578,578.0,Air Asia,I5-588/749,"Sun, Mar 13",Bangalore,New Delhi,10h 45m,1 Stop,"3,014"
579,579.0,Air Asia,I5-2473/996,"Sun, Mar 13",Vijayawada,New Delhi,3h 35m,Non Stop,"3,014"
580,580.0,IndiGo,6E-2163,"Sun, Mar 13",Bangalore,New Delhi,13h 15m,Non Stop,"2,276"
581,581.0,Go First,G8-2512,"Sun, Mar 13",Kolkata,New Delhi,2h 25m,Non Stop,"2,276"
582,582.0,Go First,G8-168,"Sun, Mar 13",Bangalore,New Delhi,2h 25m,Non Stop,"2,276"
583,583.0,Go First,G8-7539,"Wed, Feb 16",Kolkata,New Delhi,2h 30m,Non Stop,"2,276"
584,584.0,Go First,G8-144,"Wed, Feb 16",Bangalore,New Delhi,2h 35m,Non Stop,"2,276"
585,585.0,Go First,G8-229,"Wed, Feb 16",Kolkata,New Delhi,1h 10m,Non Stop,"2,276"
586,586.0,Go First,G8-7540,"Wed, Feb 16",Bangalore,New Delhi,1h 10m,Non Stop,"2,276"
587,587.0,IndiGo,6E-185,"Wed, Feb 16",Kolkata,New Delhi,1h 15m,1 Stop,"2,276"
588,588.0,IndiGo,6E-2055,"Wed, Feb 16",Bangalore,New Delhi,1h 15m,1 Stop,"2,276"
589,589.0,IndiGo,6E-792,"Wed, Feb 16",Kolkata,New Delhi,1h 15m,Non Stop,"2,276"
590,590.0,SpiceJet,SG-607/8108,"Wed, Feb 16",Bangalore,New Delhi,1h 15m,Non Stop,"5,641"
591,591.0,SpiceJet,SG-607/8104,"Wed, Feb 16",Kolkata,New Delhi,1h 20m,Non Stop,"5,641"
592,592.0,Air India,AI-550/538,"Wed, Feb 16",Bangalore,New Delhi,1h 30m,Non Stop,"6,012"
593,593.0,Air India,AI-550/440,"Sun, Feb 27",Kolkata,New Delhi,10h 20m,Non Stop,"6,012"
594,594.0,SpiceJet,SG-254/8264,"Sun, Feb 27",Bangalore,New Delhi,12h 45m,Non Stop,"6,200"
595,595.0,IndiGo,6E-6596/2174,"Sun, Feb 27",Kolkata,New Delhi,1h 00m,Non Stop,"6,213"
596,596.0,IndiGo,6E-6596/2034,"Sun, Feb 27",Bangalore,New Delhi,1h 05m,Non Stop,"6,213"
597,597.0,IndiGo,6E-6596/6386,"Sun, Feb 27",Kolkata,New Delhi,1h 10m,1 Stop,"6,213"
598,598.0,Air India,AI-486,"Sun, Feb 27",Bangalore,New Delhi,1h 10m,1 Stop,"6,264"
599,599.0,Air India,AI-788/768,"Sun, Feb 27",Kolkata,New Delhi,1h 10m,Non Stop,"6,308"
600,600.0,IndiGo,6E-836/632,"Sun, Feb 27",Hyderabad,New Delhi,1h 20m,Non Stop,"2,561"
601,601.0,IndiGo,6E-819/5011,"Sun, Feb 27",Chennai,New Delhi,1h 20m,Non Stop,"2,561"
602,602.0,IndiGo,6E-242/636,"Sun, Feb 27",Hyderabad,New Delhi,1h 30m,1 Stop,"2,561"
603,603.0,IndiGo,6E-836/6733,"Wed, Feb 16",Chennai,New Delhi,1h 30m,1 Stop,"2,561"
604,604.0,IndiGo,6E-352/2511,"Wed, Feb 16",Hyderabad,New Delhi,1h 50m,1 Stop,"2,561"
605,605.0,IndiGo,6E-407/5162,"Wed, Feb 16",Chennai,New Delhi,2h 05m,1 Stop,"2,561"
606,606.0,IndiGo,6E-6117/6606,"Wed, Feb 16",Hyderabad,New Delhi,2h 05m,1 Stop,"2,561"
607,607.0,IndiGo,6E-836/6274,"Wed, Feb 16",Chennai,New Delhi,1h 50m,1 Stop,"2,561"
608,608.0,IndiGo,6E-6745/636,"Wed, Feb 16",Hyderabad,New Delhi,1h 55m,1 Stop,"2,561"
609,609.0,IndiGo,6E-836/243,"Wed, Feb 16",Chennai,New Delhi,2h 10m,1 Stop,"2,561"
610,610.0,IndiGo,6E-494,"Wed, Feb 16",Hyderabad,New Delhi,2h 00m,1 Stop,"3,100"
611,611.0,Air Asia,I5-788,"Wed, Feb 16",Chennai,New Delhi,2h 05m,1 Stop,"3,100"
612,612.0,Air Asia,I5-784,"Wed, Feb 16",Hyderabad,New Delhi,7h 25m,1 Stop,"3,100"
613,613.0,IndiGo,6E-2564,-,Chennai,New Delhi,27h 05m,1 Stop,"3,100"
614,614.0,IndiGo,6E-509,"Fri, Mar 18",Hyderabad,New Delhi,6h 45m,1 Stop,"3,100"
615,615.0,Air Asia,I5-798,"Fri, Mar 18",Chennai,New Delhi,1h 15m,1 Stop,"3,100"
616,616.0,Air Asia,I5-786,"Fri, Mar 18",Hyderabad,New Delhi,1h 20m,1 Stop,"3,100"
617,617.0,IndiGo,6E-5039,"Fri, Mar 18",Chennai,New Delhi,1h 20m,1 Stop,"3,100"
618,618.0,IndiGo,6E-6154/487,"Fri, Mar 18",Hyderabad,New Delhi,0h 55m,1 Stop,"3,100"
619,619.0,IndiGo,6E-6154/599,"Fri, Mar 18",Chennai,New Delhi,1h 00m,1 Stop,"3,100"
620,620.0,Air Asia,I5-336/722,"Fri, Mar 18",Hyderabad,New Delhi,1h 05m,1 Stop,"2,336"
621,621.0,Air Asia,I5-942/996,"Fri, Mar 18",Bangalore,New Delhi,1h 40m,1 Stop,"2,336"
622,622.0,Air Asia,I5-942/749,"Fri, Mar 18",Hyderabad,New Delhi,1h 40m,1 Stop,"2,336"
623,623.0,IndiGo,6E-6201,"Fri, Mar 18",Bangalore,New Delhi,4h 00m,1 Stop,"2,339"
624,624.0,IndiGo,6E-6721,"Fri, Mar 4",Hyderabad,New Delhi,5h 00m,2 Stop(s),"2,339"
625,625.0,IndiGo,6E-2172,"Fri, Mar 4",Bangalore,New Delhi,1h 10m,1 Stop,"2,339"
626,626.0,IndiGo,6E-5017,"Fri, Mar 4",Hyderabad,New Delhi,1h 15m,1 Stop,"2,339"
627,627.0,IndiGo,6E-2077,"Fri, Mar 4",Bangalore,New Delhi,1h 15m,1 Stop,"2,339"
628,628.0,IndiGo,6E-2047,"Fri, Mar 4",Hyderabad,New Delhi,1h 20m,1 Stop,"2,339"
629,629.0,IndiGo,6E-168,"Fri, Mar 4",Bangalore,New Delhi,1h 20m,1 Stop,"2,339"
630,630.0,IndiGo,6E-2177/5328,"Fri, Mar 4",Hyderabad,Mumbai,1h 25m,1 Stop,"3,349"
631,631.0,IndiGo,6E-842/864,"Fri, Mar 4",Bangalore,Mumbai,1h 40m,,"3,349"
632,632.0,IndiGo,6E-867/132,"Fri, Mar 4",Hyderabad,Mumbai,1h 20m,,"3,349"
633,633.0,IndiGo,6E-2177/218,"Fri, Mar 4",Bangalore,Mumbai,3h 45m,1 Stop,"3,349"
634,634.0,IndiGo,6E-842/2046,"Sat, Mar 12",Hyderabad,Mumbai,23h 45m,1 Stop,"3,349"
635,635.0,IndiGo,6E-2177/6202,"Sat, Mar 12",Bangalore,Mumbai,1h 35m,1 Stop,"3,349"
636,636.0,IndiGo,6E-842/5041,"Sat, Mar 12",Hyderabad,Mumbai,1h 45m,,"3,349"
637,637.0,IndiGo,6E-842/6261,"Sat, Mar 12",Bangalore,Mumbai,1h 45m,,"3,349"
638,638.0,IndiGo,6E-2177/2176,"Sat, Mar 12",Hyderabad,Mumbai,7h 05m,,"3,349"
639,639.0,IndiGo,6E-867/903,"Sat, Mar 12",Bangalore,Mumbai,7h 45m,1 Stop,"3,349"
640,640.0,IndiGo,6E-171,"Sat, Mar 12",Hyderabad,Mumbai,8h 45m,2 Stops,"2,410"
641,641.0,IndiGo,6E-6202,"Sat, Mar 12",Kolkata,Mumbai,9h 40m,1 Stop,"2,410"
642,642.0,Air Asia,I5-764,"Sat, Mar 12",Hyderabad,Mumbai,9h 50m,2 Stops,"2,410"
643,643.0,IndiGo,6E-2054,"Sat, Mar 12",Kolkata,Mumbai,10h 00m,,"2,410"
644,644.0,IndiGo,6E-5001,"Wed, Feb 16",Hyderabad,Mumbai,10h 20m,1 Stop,"2,410"
645,645.0,IndiGo,6E-5329,"Wed, Feb 16",Kolkata,Mumbai,8h 20m,2 Stops,"2,410"
646,646.0,IndiGo,6E-6278,"Wed, Feb 16",Hyderabad,Mumbai,9h 40m,2 Stops,"2,410"
647,647.0,IndiGo,6E-218,"Wed, Feb 16",Kolkata,Mumbai,5h 45m,1 Stop,"2,410"
648,648.0,IndiGo,6E-5328,"Wed, Feb 16",Hyderabad,Mumbai,6h 20m,2 Stops,"2,410"
649,649.0,Air Asia,I5-482,"Wed, Feb 16",Kolkata,Mumbai,8h 20m,2 Stops,"2,410"
650,650.0,Air Asia,I5-631,"Wed, Feb 16",Hyderabad,Mumbai,8h 25m,2 Stops,"2,000"
651,651.0,Go First,G8-381,"Wed, Feb 16",Kolkata,Mumbai,8h 35m,2 Stops,"2,000"
652,652.0,Air Asia,I5-472,"Wed, Feb 16",Hyderabad,Mumbai,10h 50m,,"2,000"
653,653.0,Go First,G8-380,"Wed, Feb 16",Kolkata,Mumbai,11h 00m,,"2,000"
654,654.0,Go First,G8-332,"Sun, Mar 6",Hyderabad,Mumbai,10h 15m,2 Stops,"2,000"
655,655.0,Go First,G8-2606,"Sun, Mar 6",Kolkata,Mumbai,4h 45m,1 Stop,"2,000"
656,656.0,Go First,G8-372,"Sun, Mar 6",Hyderabad,Mumbai,4h 50m,2 Stops,"2,000"
657,657.0,Air India,AI-684,"Sun, Mar 6",Kolkata,Mumbai,6h 15m,,"2,104"
658,658.0,Air India,AI-664,"Sun, Mar 6",Hyderabad,Mumbai,8h 10m,,"2,104"
659,659.0,Air India,AI-697,"Sun, Mar 6",Kolkata,Mumbai,9h 05m,2 Stops,"2,419"
660,660.0,SpiceJet,SG-489,"Sun, Mar 6",Hyderabad,Mumbai,9h 40m,1 Stop,"3,378"
661,661.0,Air Asia,I5-830/764,"Sun, Mar 6",Tirupati,Mumbai,10h 15m,,"3,379"
662,662.0,Air Asia,I5-2991/941,"Sun, Mar 6",Hyderabad,Mumbai,10h 15m,,"3,379"
663,663.0,Air Asia,I5-547/764,"Sun, Mar 6",Tirupati,Mumbai,11h 30m,1 Stop,"3,379"
664,664.0,Air Asia,I5-1563/941,"Sun, Feb 20",Hyderabad,Mumbai,13h 25m,1 Stop,"3,379"
665,665.0,Air Asia,I5-582/482,"Sun, Feb 20",Tirupati,Mumbai,5h 20m,,"3,379"
666,666.0,Air Asia,I5-552/482,"Sun, Feb 20",Hyderabad,Mumbai,3h 50m,,"3,379"
667,667.0,Go First,G8-512,"Sun, Feb 20",Tirupati,Mumbai,,,"3,380"
668,668.0,Go First,G8-519,"Sun, Feb 20",Hyderabad,Mumbai,3h 55m,,"3,380"
669,669.0,Vistara,UK-776,"Sun, Feb 20",Tirupati,Mumbai,3h 45m,2 Stops,"3,381"
670,670.0,SpiceJet,SG-3762/8709,"Sun, Feb 20",Hyderabad,Mumbai,3h 50m,2 Stops,"3,391"
671,671.0,SpiceJet,SG-3762/8169,"Sun, Feb 20",Tirupati,Mumbai,,2 Stops,"3,391"
672,672.0,SpiceJet,SG-2861/8709,"Sun, Feb 20",Hyderabad,Mumbai,3h 20m,,"3,391"
673,673.0,SpiceJet,SG-2034/8157,"Sun, Feb 20",Tirupati,Mumbai,,,"3,391"
674,674.0,SpiceJet,SG-2861/8169,"Wed, Mar 2",Hyderabad,Mumbai,3h 50m,2 Stops,"3,391"
675,675.0,SpiceJet,SG-2034/8701,"Wed, Mar 2",Tirupati,Mumbai,7h 20m,1 Stop,"3,391"
676,676.0,SpiceJet,SG-3762/8157,"Wed, Mar 2",Hyderabad,Mumbai,,2 Stops,"3,391"
677,677.0,SpiceJet,SG-3762/8701,"Wed, Mar 2",Tirupati,Mumbai,,,"3,391"
678,678.0,SpiceJet,SG-2861/8157,"Wed, Mar 2",Hyderabad,Mumbai,9h 25m,,"3,391"
679,679.0,SpiceJet,SG-2861/8701,"Wed, Mar 2",Tirupati,Mumbai,4h 35m,2 Stops,"3,391"
680,680.0,SpiceJet,SG-438,"Wed, Mar 2",Hyderabad,Mumbai,11h 35m,,"2,200"
681,681.0,SpiceJet,SG-635,"Wed, Mar 2",Goa,Mumbai,10h 15m,,"2,200"
682,682.0,Air Asia,I5-941,"Wed, Mar 2",Hyderabad,Mumbai,,1 Stop,"2,201"
683,683.0,Go First,G8-385,"Wed, Mar 2",Goa,Mumbai,,1 Stop,"2,201"
684,684.0,Go First,G8-395,"Thu, Mar 10",Hyderabad,Mumbai,,1 Stop,"2,201"
685,685.0,Air Asia,I5-1561,"Thu, Mar 10",Goa,Mumbai,32h 15m,1 Stop,"2,201"
686,686.0,Go First,G8-399,"Thu, Mar 10",Hyderabad,Mumbai,33h 26m,1 Stop,"2,201"
687,687.0,Air Asia,I5-339,"Thu, Mar 10",Goa,Mumbai,39h 40m,1 Stop,"2,201"
688,688.0,Go First,G8-320,"Thu, Mar 10",Hyderabad,Mumbai,28h 34m,1 Stop,"2,201"
689,689.0,Air Asia,I5-334,"Thu, Mar 10",Goa,Mumbai,,,"2,201"
690,690.0,Go First,G8-2604,"Thu, Mar 10",Hyderabad,Mumbai,25h 30m,,"2,871"
691,691.0,IndiGo,6E-6152,"Thu, Mar 10",Goa,Mumbai,36h 19m,,"2,871"
692,692.0,Air India,AI-679,"Thu, Mar 10",Hyderabad,Mumbai,36h 19m,1 Stop,"3,033"
693,693.0,IndiGo,6E-5348,"Thu, Mar 10",Goa,Mumbai,25h 30m,1 Stop,"3,033"
694,694.0,IndiGo,6E-6011/5347,"Mon, Feb 21",Hyderabad,Mumbai,28h 03m,1 Stop,"4,105"
695,695.0,Air India,AI-539/569,"Mon, Feb 21",Goa,Mumbai,32h 06m,1 Stop,"4,156"
696,696.0,IndiGo,6E-532/5399,"Mon, Feb 21",Hyderabad,Mumbai,33h 26m,,"4,341"
697,697.0,IndiGo,6E-532/5389,"Mon, Feb 21",Goa,Mumbai,46h 40m,2 Stops,"4,341"
698,698.0,IndiGo,6E-6918/929,"Mon, Feb 21",Hyderabad,Mumbai,,2 Stops,"4,404"
699,699.0,IndiGo,6E-848/5347,"Mon, Feb 21",Goa,Mumbai,,2 Stops,"4,404"
700,700.0,Air Asia,I5-1452/1561,"Mon, Feb 21",Hyderabad,Mumbai,22h 40m,,"2,099"
701,701.0,IndiGo,6E-349,"Mon, Feb 21",Ahmedabad,Mumbai,25h 50m,2 Stops,"2,104"
702,702.0,IndiGo,6E-5395,"Mon, Feb 21",Hyderabad,Mumbai,24h 55m,2 Stops,"2,104"
703,703.0,IndiGo,6E-5215,"Mon, Feb 21",Ahmedabad,Mumbai,,,"2,104"
704,704.0,Go First,G8-7558,"Wed, Mar 16",Hyderabad,Mumbai,,,"2,104"
705,705.0,Go First,G8-345,"Wed, Mar 16",Ahmedabad,Mumbai,15h 15m,,"2,104"
706,706.0,Go First,G8-348,"Wed, Mar 16",Hyderabad,Mumbai,25h 50m,1 Stop,"2,104"
707,707.0,Air India,AI-699,"Wed, Mar 16",Ahmedabad,Mumbai,,2 Stops,"2,107"
708,708.0,Air Asia,I5-1130/941,"Wed, Mar 16",Hyderabad,Mumbai,,,"3,065"
709,709.0,Air Asia,I5-992/941,"Wed, Mar 16",Ahmedabad,Mumbai,21h 20m,2 Stops,"3,065"
710,710.0,IndiGo,6E-6031,"Wed, Mar 16",Hyderabad,Mumbai,14h 35m,,"2,345"
711,711.0,Go First,G8-2608,"Wed, Mar 16",Ahmedabad,Mumbai,,,"2,345"
712,712.0,IndiGo,6E-5381,"Wed, Mar 16",Hyderabad,Mumbai,,1 Stop,"2,345"
713,713.0,IndiGo,6E-5383,"Wed, Mar 16",Ahmedabad,Mumbai,,1 Stop,"2,345"
714,714.0,Air Asia,I5-942,"Mon, Feb 21",Hyderabad,Mumbai,,1 Stop,"2,345"
715,715.0,Air Asia,I5-679,"Mon, Feb 21",Ahmedabad,Mumbai,32h 06m,1 Stop,"2,345"
716,716.0,Go First,G8-389,"Mon, Feb 21",Hyderabad,Mumbai,33h 26m,1 Stop,"2,345"
717,717.0,SpiceJet,SG-4418,"Mon, Feb 21",Ahmedabad,Mumbai,46h 40m,1 Stop,"2,348"
718,718.0,SpiceJet,SG-279,"Mon, Feb 21",Hyderabad,Mumbai,,Non Stop,"2,348"
719,719.0,Air India,AI-612,"Mon, Feb 21",Ahmedabad,Mumbai,,Non Stop,"2,353"
720,720.0,SpiceJet,SG-247,"Mon, Feb 21",Hyderabad,Mumbai,22h 40m,Non Stop,"3,730"
721,721.0,Air India,AI-696,"Mon, Feb 21",Dehradun,Mumbai,25h 50m,Non Stop,"3,732"
722,722.0,Air India,AI-405/636,"Mon, Feb 21",Hyderabad,Mumbai,24h 55m,1 Stop,"4,306"
723,723.0,Air India,AI-405/624,"Mon, Feb 21",Dehradun,Mumbai,,1 Stop,"4,306"
724,724.0,Air India,AI-405/441,"Thu, Mar 10",Hyderabad,Mumbai,,1 Stop,"4,306"
725,725.0,Air India,AI-405/805,"Thu, Mar 10",Dehradun,Mumbai,25h 40m,1 Stop,"4,306"
726,726.0,Air India,AI-405/665,"Thu, Mar 10",Hyderabad,Mumbai,,1 Stop,"4,306"
727,727.0,Air India,AI-405/865,"Thu, Mar 10",Dehradun,Mumbai,,1 Stop,"4,306"
728,728.0,IndiGo,6E-5377,"Thu, Mar 10",Hyderabad,Mumbai,30h 25m,1 Stop,"4,333"
729,729.0,IndiGo,6E-6813,"Thu, Mar 10",Dehradun,Mumbai,33h 35m,1 Stop,"4,333"
730,730.0,IndiGo,6E-6116/391,"Thu, Mar 10",Hyderabad,Bangalore,24h 45m,2 Stop(s),"2,989"
731,731.0,IndiGo,6E-5381/5391,"Thu, Mar 10",Dehradun,Bangalore,27h 15m,1 Stop,"3,478"
732,732.0,IndiGo,6E-839,"Thu, Mar 10",Hyderabad,Bangalore,36h 50m,Non Stop,"3,539"
733,733.0,IndiGo,6E-498,"Thu, Mar 10",Dehradun,Bangalore,12h 25m,1 Stop,"3,539"
734,734.0,IndiGo,6E-373,"Fri, Feb 4",Hyderabad,Bangalore,40h 00m,1 Stop,"3,539"
735,735.0,IndiGo,6E-5383/5366,"Fri, Feb 4",Dehradun,Bangalore,4h 20m,1 Stop,"3,539"
736,736.0,IndiGo,6E-752/6066,"Fri, Feb 4",Hyderabad,Bangalore,8h 55m,2 Stop(s),"3,539"
737,737.0,IndiGo,6E-752/827,"Fri, Feb 4",Dehradun,Bangalore,,2 Stop(s),"3,539"
738,738.0,IndiGo,6E-768/249,"Fri, Feb 4",Hyderabad,Bangalore,,1 Stop,"3,539"
739,739.0,IndiGo,6E-5383/219,"Fri, Feb 4",Dehradun,Bangalore,,Non Stop,"3,539"
740,740.0,IndiGo,6E-435,"Fri, Feb 4",Hyderabad,Bangalore,7h 40m,Non Stop,"2,991"
741,741.0,IndiGo,6E-325,"Fri, Feb 4",Mumbai,Bangalore,18h 25m,Non Stop,"2,991"
742,742.0,IndiGo,6E-523/6066,"Fri, Feb 4",Hyderabad,Bangalore,10h 35m,Non Stop,"2,991"
743,743.0,IndiGo,6E-2362/5175,"Fri, Feb 4",Mumbai,Bangalore,12h 15m,Non Stop,"2,991"
744,744.0,IndiGo,6E-966/822,-,Hyderabad,Bangalore,,1 Stop,"2,991"
745,745.0,IndiGo,6E-523/827,"Thu, Feb 10",Mumbai,Bangalore,40h 53m,1 Stop,"2,991"
746,746.0,IndiGo,6E-362/219,"Thu, Feb 10",Hyderabad,Bangalore,34h 56m,2 Stop(s),"2,991"
747,747.0,IndiGo,6E-2362/2188,"Thu, Feb 10",Mumbai,Bangalore,25h 19m,1 Stop,"2,991"
748,748.0,IndiGo,6E-966/958,"Thu, Feb 10",Hyderabad,Bangalore,,1 Stop,"2,991"
749,749.0,IndiGo,6E-362/236,"Thu, Feb 10",Mumbai,Bangalore,25h 19m,1 Stop,"2,991"
750,750.0,Air Asia,I5-784/747,"Thu, Feb 10",Hyderabad,Bangalore,24h 39m,1 Stop,"4,224"
751,751.0,Air Asia,I5-783/991,"Thu, Feb 10",Mumbai,Bangalore,,1 Stop,"4,224"
752,752.0,Air Asia,I5-798/784,"Thu, Feb 10",Hyderabad,Bangalore,,1 Stop,"4,224"
753,753.0,Air Asia,I5-784/721,"Thu, Feb 10",Mumbai,Bangalore,,1 Stop,"4,224"
754,754.0,Air Asia,I5-798/1518,"Thu, Feb 10",Hyderabad,Bangalore,29h 20m,1 Stop,"4,224"
755,755.0,Air Asia,I5-798/747,"Thu, Mar 24",Mumbai,Bangalore,30h 55m,1 Stop,"4,224"
756,756.0,Air Asia,I5-786/740,"Thu, Mar 24",Hyderabad,Bangalore,,1 Stop,"4,224"
757,757.0,Air Asia,I5-798/974,"Thu, Mar 24",Mumbai,Bangalore,39h 55m,2 Stop(s),"4,224"
758,758.0,Air Asia,I5-798/721,"Thu, Mar 24",Hyderabad,Bangalore,,2 Stop(s),"4,224"
759,759.0,Air Asia,I5-786/1529,"Thu, Mar 24",Mumbai,Bangalore,,1 Stop,"4,224"
