,Unnamed: 0,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
1000,1000.0,SpiceJet,SG-254,-,Patna,Kolkata,2h 10m,Non Stop,"5,946"
1001,1001.0,Go First,G8-102,-,Bangalore,Kolkata,2h 10m,Non Stop,"5,948"
1002,1002.0,IndiGo,6E-599,-,Patna,Kolkata,2h 10m,Non Stop,"5,949"
1003,1003.0,Vistara,UK-778,-,Bangalore,Kolkata,2h 15m,Non Stop,"5,949"
1004,1004.0,IndiGo,6E-6596/201,-,Patna,Kolkata,2h 15m,Non Stop,"6,002"
1005,1005.0,IndiGo,6E-804/6016,-,Bangalore,Kolkata,5h 50m,1 Stop,"6,002"
1006,1006.0,IndiGo,6E-6596/975,-,Patna,Kolkata,7h 10m,1 Stop,"6,002"
1007,1007.0,Air India,AI-788,-,Bangalore,Kolkata,9h 15m,1 Stop,"6,369"
1008,1008.0,Air India,AI-552/766,-,Patna,Kolkata,10h 35m,1 Stop,"10,301"
1009,1009.0,Air India,AI-550/766,-,Bangalore,Kolkata,10h 35m,1 Stop,"11,141"
1010,1010.0,Air Asia,I5-740/1530,-,Patna,Chennai,6h 30m,1 Stop,"1,998"
1011,1011.0,Air Asia,I5-740/2461,-,Bangalore,Chennai,7h 15m,1 Stop,"1,998"
1012,1012.0,Air Asia,I5-710/1531,-,Patna,Chennai,7h 25m,1 Stop,"1,998"
1013,1013.0,Air Asia,I5-829/510,-,Bangalore,Chennai,8h 40m,Non Stop,"1,998"
1014,1014.0,Vistara,UK-833,-,Patna,Chennai,9h 25m,1 Stop,"2,049"
1015,1015.0,Air India,AI-537,-,Bangalore,Chennai,2h 45m,1 Stop,"2,343"
1016,1016.0,Air India,AI-439,-,Patna,Chennai,2h 45m,1 Stop,"2,343"
1017,1017.0,IndiGo,6E-6238,-,Bangalore,Chennai,2h 45m,1 Stop,"2,343"
1018,1018.0,Air India,AI-429,-,Patna,Chennai,2h 50m,1 Stop,"2,343"
1019,1019.0,Air India,AI-540,-,Bangalore,Chennai,2h 50m,1 Stop,"2,343"
1020,1020.0,SpiceJet,SG-406/531,-,Pune,Pune,3h 05m,1 Stop,"4,445"
1021,1021.0,IndiGo,6E-716/436,-,Lucknow,Pune,2h 40m,1 Stop,"4,608"
1022,1022.0,IndiGo,6E-345/528,-,Pune,Pune,2h 45m,1 Stop,"4,709"
1023,1023.0,IndiGo,6E-6128/528,-,Lucknow,Pune,2h 35m,1 Stop,"4,709"
1024,1024.0,Air India,AI-768/853,-,Pune,Pune,2h 45m,1 Stop,"4,873"
1025,1025.0,Air India,AI-770/851,-,Lucknow,Pune,4h 50m,Non Stop,"4,873"
1026,1026.0,Air India,AI-768/851,-,Pune,Pune,5h 05m,Non Stop,"4,873"
1027,1027.0,Air India,AI-402/851,-,Lucknow,Pune,5h 45m,Non Stop,"4,873"
1028,1028.0,Air India,AI-763/851,-,Pune,Pune,7h 25m,Non Stop,"4,873"
1029,1029.0,Air India,AI-770/853,-,Lucknow,Pune,8h 45m,Non Stop,"4,873"
1030,1030.0,IndiGo,6E-886/425,-,Pune,Patna,8h 50m,Non Stop,"2,972"
1031,1031.0,IndiGo,6E-484/425,-,Lucknow,Patna,10h 40m,Non Stop,"2,972"
1032,1032.0,IndiGo,6E-6257/425,-,Pune,Patna,5h 10m,Non Stop,"2,972"
1033,1033.0,IndiGo,6E-196/6277,-,Lucknow,Patna,5h 25m,1 Stop,"3,553"
1034,1034.0,IndiGo,6E-6353/6277,-,Pune,Patna,7h 10m,1 Stop,"3,553"
1035,1035.0,Air India,AI-573,-,Lucknow,Patna,5h 15m,1 Stop,"3,646"
1036,1036.0,IndiGo,6E-5323/6223,-,Pune,Patna,5h 25m,1 Stop,"3,795"
1037,1037.0,IndiGo,6E-5365/6223,-,Lucknow,Patna,8h 15m,1 Stop,"3,795"
1038,1038.0,IndiGo,6E-2186/5336,-,Pune,Patna,8h 50m,Non Stop,"3,858"
1039,1039.0,IndiGo,6E-2186/2043,-,Lucknow,Patna,9h 55m,Non Stop,"3,858"
1040,1040.0,IndiGo,6E-2362/2769,-,Mumbai,Pune,11h 00m,Non Stop,"3,335"
1041,1041.0,IndiGo,6E-2362/186,-,New Delhi,Pune,2h 10m,Non Stop,"3,335"
1042,1042.0,Go First,G8-212/7549,-,Mumbai,Pune,2h 15m,Non Stop,"3,574"
1043,1043.0,Go First,G8-2510/7549,-,New Delhi,Pune,2h 30m,Non Stop,"3,574"
1044,1044.0,Go First,G8-2610/7549,-,Mumbai,Pune,2h 30m,Non Stop,"3,574"
1045,1045.0,IndiGo,6E-435/426,-,New Delhi,Pune,2h 30m,1 Stop,"3,738"
1046,1046.0,IndiGo,6E-325/528,-,Mumbai,Pune,2h 35m,1 Stop,"3,738"
1047,1047.0,IndiGo,6E-435/232,-,New Delhi,Pune,5h 50m,1 Stop,"3,738"
1048,1048.0,Air India,AI-412/849,-,Mumbai,Pune,8h 45m,1 Stop,"3,798"
1049,1049.0,Air India,AI-812/851,-,New Delhi,Pune,9h 05m,1 Stop,"3,798"
1050,1050.0,SpiceJet,SG- 191,Mar 21,Delhi,Bangalore,02h 30m,non-stop,"3,169"
1051,1051.0,SpiceJet,SG- 143,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1052,1052.0,SpiceJet,SG- 534,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1053,1053.0,Indigo,6E-2331,Mar 21,Delhi,Bangalore,06h 35m,1-stop,"2,810"
1054,1054.0,Indigo,6E- 221,Mar 21,Delhi,Bangalore,05h 15m,1-stop,"2,989"
1055,1055.0,Indigo,6E-2769,Mar 21,Delhi,Bangalore,06h 15m,1-stop,"2,989"
1056,1056.0,Indigo,6E-2753,Mar 21,Delhi,Bangalore,06h 30m,1-stop,"2,989"
1057,1057.0,Indigo,6E- 186,Mar 21,Delhi,Bangalore,07h 25m,1-stop,"2,989"
1058,1058.0,Indigo,6E-2753,Mar 21,Delhi,Bangalore,09h 10m,1-stop,"2,989"
1059,1059.0,Indigo,6E-2616,Mar 21,Delhi,Bangalore,09h 45m,1-stop,"2,989"
1060,1060.0,Indigo,6E- 186,Mar 21,Delhi,Bangalore,10h 30m,1-stop,"2,989"
1061,1061.0,Indigo,6E-2471,Mar 21,Delhi,Bangalore,10h 50m,1-stop,"2,989"
1062,1062.0,AirAsia,I5-744,Mar 21,Delhi,Bangalore,05h 15m,1-stop,"3,090"
1063,1063.0,AirAsia,I5-768,Mar 21,Delhi,Bangalore,05h 25m,1-stop,"3,090"
1064,1064.0,AirAsia,I5-783,Mar 21,Delhi,Bangalore,06h 45m,1-stop,"3,090"
1065,1065.0,AirAsia,I5-713,Mar 21,Delhi,Bangalore,07h 00m,2+-stop,"3,090"
1066,1066.0,AirAsia,I5-711,Mar 21,Delhi,Bangalore,07h 25m,1-stop,"3,090"
1067,1067.0,AirAsia,I5-710,Mar 21,Delhi,Bangalore,07h 25m,1-stop,"3,090"
1068,1068.0,AirAsia,I5-550,Mar 21,Delhi,Bangalore,07h 30m,1-stop,"3,090"
1069,1069.0,AirAsia,I5-548,Mar 21,Delhi,Bangalore,07h 35m,1-stop,"3,090"
1070,1070.0,AirAsia,I5-559,Mar 21,Delhi,Bangalore,08h 00m,2+-stop,"3,090"
1071,1071.0,AirAsia,I5-787,Mar 21,Delhi,Bangalore,08h 10m,1-stop,"3,090"
1072,1072.0,AirAsia,I5-767,Mar 21,Delhi,Bangalore,08h 15m,1-stop,"3,090"
1073,1073.0,AirAsia,I5-798,Mar 21,Delhi,Bangalore,08h 15m,2+-stop,"3,090"
1074,1074.0,AirAsia,I5-775,Mar 21,Delhi,Bangalore,08h 35m,2+-stop,"3,090"
1075,1075.0,AirAsia,I5-713,Mar 21,Delhi,Bangalore,08h 45m,2+-stop,"3,090"
1076,1076.0,AirAsia,I5-744,Mar 21,Delhi,Bangalore,09h 55m,1-stop,"3,090"
1077,1077.0,AirAsia,I5-768,Mar 21,Delhi,Bangalore,10h 00m,1-stop,"3,090"
1078,1078.0,AirAsia,I5-764,Mar 21,Delhi,Bangalore,10h 20m,1-stop,"3,090"
1079,1079.0,AirAsia,I5-798,Mar 21,Delhi,Bangalore,10h 35m,2+-stop,"3,090"
1080,1080.0,AirAsia,I5-791,Mar 21,Delhi,Bangalore,10h 55m,1-stop,"3,090"
1081,1081.0,AirAsia,I5-775,Mar 21,Delhi,Bangalore,10h 55m,2+-stop,"3,090"
1082,1082.0,AirAsia,I5-792,Mar 21,Delhi,Bangalore,10h 55m,2+-stop,"3,090"
1083,1083.0,AirAsia,I5-798,Mar 21,Delhi,Bangalore,11h 10m,2+-stop,"3,090"
1084,1084.0,AirAsia,I5-548,Mar 21,Delhi,Bangalore,11h 30m,1-stop,"3,090"
1085,1085.0,AirAsia,I5-775,Mar 21,Delhi,Bangalore,11h 30m,2+-stop,"3,090"
1086,1086.0,AirAsia,I5-710,Mar 21,Delhi,Bangalore,11h 35m,1-stop,"3,090"
1087,1087.0,AirAsia,I5-792,Mar 21,Delhi,Bangalore,11h 35m,2+-stop,"3,090"
1088,1088.0,AirAsia,I5-791,Mar 21,Delhi,Bangalore,11h 40m,1-stop,"3,090"
1089,1089.0,AirAsia,I5-783,Mar 21,Delhi,Bangalore,11h 55m,1-stop,"3,090"
1090,1090.0,AirAsia,I5-711,Mar 21,Delhi,Bangalore,12h 00m,1-stop,"3,090"
1091,1091.0,AirAsia,I5-792,Mar 21,Delhi,Bangalore,12h 00m,2+-stop,"3,090"
1092,1092.0,Indigo,6E-6205,Mar 21,Delhi,Bangalore,05h 35m,1-stop,"3,099"
1093,1093.0,Indigo,6E-6205,Mar 21,Delhi,Bangalore,06h 40m,1-stop,"3,099"
1094,1094.0,Indigo,6E-6205,Mar 21,Delhi,Bangalore,07h 50m,1-stop,"3,099"
1095,1095.0,Indigo,6E-2005,Mar 21,Delhi,Bangalore,08h 50m,1-stop,"3,099"
1096,1096.0,Indigo,6E-2005,Mar 21,Delhi,Bangalore,09h 55m,1-stop,"3,099"
1097,1097.0,Indigo,6E-6205,Mar 21,Delhi,Bangalore,09h 55m,1-stop,"3,099"
1098,1098.0,GO FIRST,G8- 113,Mar 21,Delhi,Bangalore,02h 35m,non-stop,"3,169"
1099,1099.0,Indigo,6E-2336,Mar 21,Delhi,Bangalore,02h 40m,non-stop,"3,169"
1100,1100.0,AirAsia,I5-740,Mar 21,Delhi,Bangalore,02h 40m,non-stop,"3,169"
1101,1101.0,AirAsia,I5-784,Mar 21,Delhi,Bangalore,02h 40m,non-stop,"3,169"
1102,1102.0,GO FIRST,G8- 119,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1103,1103.0,AirAsia,I5-747,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1104,1104.0,AirAsia,I5-1529,Mar 21,Delhi,Bangalore,02h 50m,non-stop,"3,169"
1105,1105.0,AirAsia,I5-721,Mar 21,Delhi,Bangalore,02h 50m,non-stop,"3,169"
1106,1106.0,Indigo,6E- 772,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1107,1107.0,Indigo,6E-2026,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1108,1108.0,Indigo,6E-5175,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1109,1109.0,Indigo,6E-2188,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1110,1110.0,Indigo,6E- 654,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1111,1111.0,Indigo,6E-2131,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1112,1112.0,Indigo,6E-2036,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,169"
1113,1113.0,Indigo,6E-2028,Mar 21,Delhi,Bangalore,03h 00m,non-stop,"3,169"
1114,1114.0,Vistara,UK-807,Mar 21,Delhi,Bangalore,02h 40m,non-stop,"3,169"
1115,1115.0,Vistara,UK-811,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1116,1116.0,Vistara,UK-815,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1117,1117.0,Vistara,UK-801,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1118,1118.0,Vistara,UK-819,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1119,1119.0,Vistara,UK-817,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,169"
1120,1120.0,Vistara,UK-813,Mar 21,Delhi,Bangalore,02h 50m,non-stop,"3,169"
1121,1121.0,Vistara,UK-809,Mar 21,Delhi,Bangalore,02h 50m,non-stop,"3,169"
1122,1122.0,Air India,AI-803,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,170"
1123,1123.0,Air India,AI-506,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,170"
1124,1124.0,Air India,AI-502,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,170"
1125,1125.0,Air India,AI-807,Mar 21,Delhi,Bangalore,02h 45m,non-stop,"3,170"
1126,1126.0,Air India,AI-504,Mar 21,Delhi,Bangalore,02h 55m,non-stop,"3,170"
1127,1127.0,Indigo,6E-2249,Mar 21,Delhi,Bangalore,05h 05m,1-stop,"3,169"
1128,1128.0,Indigo,6E-2373,Mar 21,Delhi,Bangalore,05h 10m,1-stop,"3,169"
1129,1129.0,Indigo,6E- 152,Mar 21,Delhi,Bangalore,06h 25m,1-stop,"3,169"
1130,1130.0,Indigo,6E-7403,Mar 21,Delhi,Bangalore,07h 10m,1-stop,"3,169"
1131,1131.0,Indigo,6E-2247,Mar 21,Delhi,Bangalore,07h 30m,1-stop,"3,169"
1132,1132.0,Indigo,6E-2338,Mar 21,Delhi,Bangalore,08h 20m,1-stop,"3,169"
1133,1133.0,Indigo,6E-2247,Mar 21,Delhi,Bangalore,08h 35m,1-stop,"3,169"
1134,1134.0,Indigo,6E- 198,Mar 21,Delhi,Bangalore,09h 05m,1-stop,"3,169"
1135,1135.0,Indigo,6E-2247,Mar 21,Delhi,Bangalore,09h 45m,1-stop,"3,169"
1136,1136.0,Indigo,6E- 369,Mar 21,Delhi,Bangalore,10h 00m,1-stop,"3,169"
1137,1137.0,SpiceJet,SG-8185,Mar 21,Delhi,Bangalore,07h 20m,1-stop,"3,569"
1138,1138.0,SpiceJet,SG-8938,Mar 21,Delhi,Bangalore,23h 05m,1-stop,"3,569"
1139,1139.0,Indigo,6E-2005,Mar 21,Delhi,Bangalore,07h 55m,1-stop,"3,222"
1140,1140.0,Air India,AI-544,Mar 21,Delhi,Bangalore,05h 00m,1-stop,"3,306"
1141,1141.0,Air India,AI-542,Mar 21,Delhi,Bangalore,12h 30m,1-stop,"3,306"
1142,1142.0,SpiceJet,SG-8207,Mar 21,Delhi,Bangalore,14h 45m,1-stop,"3,663"
1143,1143.0,Vistara,UK-899,Mar 21,Delhi,Bangalore,04h 45m,1-stop,"3,357"
1144,1144.0,Vistara,UK-871,Mar 21,Delhi,Bangalore,12h 15m,1-stop,"3,357"
1145,1145.0,Vistara,UK-879,Mar 21,Delhi,Bangalore,15h 10m,1-stop,"3,357"
1146,1146.0,Vistara,UK-899,Mar 21,Delhi,Bangalore,18h 05m,1-stop,"3,357"
1147,1147.0,Vistara,UK-871,Mar 21,Delhi,Bangalore,22h 55m,1-stop,"3,357"
1148,1148.0,Vistara,UK-879,Mar 21,Delhi,Bangalore,25h 50m,1-stop,"3,357"
1149,1149.0,GO FIRST,G8-7549,Mar 21,Delhi,Bangalore,04h 45m,1-stop,"3,568"
1150,1150.0,GO FIRST,G8-7549,Mar 21,Delhi,Bangalore,08h 35m,1-stop,"3,568"
1151,1151.0,Air India,AI-544,Mar 21,Delhi,Bangalore,21h 05m,1-stop,"3,610"
1152,1152.0,Air India,AI-560,Mar 21,Delhi,Bangalore,14h 05m,1-stop,"3,726"
1153,1153.0,Air India,AI-839,Mar 21,Delhi,Bangalore,24h 50m,1-stop,"3,726"
1154,1154.0,GO FIRST,G8- 336,Mar 21,Delhi,Bangalore,05h 20m,1-stop,"4,020"
1155,1155.0,GO FIRST,G8-2501,Mar 21,Delhi,Bangalore,05h 40m,1-stop,"4,020"
1156,1156.0,GO FIRST,G8- 338,Mar 21,Delhi,Bangalore,05h 40m,1-stop,"4,020"
1157,1157.0,GO FIRST,G8-7535,Mar 21,Delhi,Bangalore,05h 45m,1-stop,"4,020"
1158,1158.0,GO FIRST,G8- 334,Mar 21,Delhi,Bangalore,06h 10m,1-stop,"4,020"
1159,1159.0,GO FIRST,G8-7533,Mar 21,Delhi,Bangalore,06h 10m,1-stop,"4,020"
1160,1160.0,GO FIRST,G8- 323,Mar 21,Delhi,Bangalore,06h 30m,1-stop,"4,020"
1161,1161.0,GO FIRST,G8- 530,Mar 21,Delhi,Bangalore,07h 10m,1-stop,"4,020"
1162,1162.0,GO FIRST,G8-7534,Mar 21,Delhi,Bangalore,07h 15m,1-stop,"4,020"
1163,1163.0,GO FIRST,G8-7535,Mar 21,Delhi,Bangalore,07h 35m,1-stop,"4,020"
1164,1164.0,GO FIRST,G8- 392,Mar 21,Delhi,Bangalore,07h 45m,1-stop,"4,020"
1165,1165.0,GO FIRST,G8- 334,Mar 21,Delhi,Bangalore,08h 10m,1-stop,"4,020"
1166,1166.0,GO FIRST,G8- 336,Mar 21,Delhi,Bangalore,08h 25m,1-stop,"4,020"
1167,1167.0,GO FIRST,G8-7534,Mar 21,Delhi,Bangalore,09h 05m,1-stop,"4,020"
1168,1168.0,Air India,AI-839,Mar 21,Delhi,Bangalore,16h 55m,1-stop,"4,030"
1169,1169.0,GO FIRST,G8- 171,Mar 21,Delhi,Bangalore,05h 45m,1-stop,"4,205"
1170,1170.0,GO FIRST,G8- 173,Mar 21,Delhi,Bangalore,06h 50m,1-stop,"4,205"
1171,1171.0,GO FIRST,G8- 275,Mar 21,Delhi,Bangalore,07h 05m,1-stop,"4,205"
1172,1172.0,GO FIRST,G8-2513,Mar 21,Delhi,Bangalore,07h 30m,1-stop,"4,205"
1173,1173.0,GO FIRST,G8- 171,Mar 21,Delhi,Bangalore,08h 40m,1-stop,"4,205"
1174,1174.0,Air India,AI-865,Mar 21,Delhi,Bangalore,07h 50m,1-stop,"4,230"
1175,1175.0,Air India,AI-678,Mar 21,Delhi,Bangalore,09h 30m,1-stop,"4,230"
1176,1176.0,Air India,AI-665,Mar 21,Delhi,Bangalore,10h 30m,1-stop,"4,230"
1177,1177.0,Air India,AI-887,Mar 21,Delhi,Bangalore,11h 30m,1-stop,"4,230"
1178,1178.0,Air India,AI-805,Mar 21,Delhi,Bangalore,15h 10m,1-stop,"4,230"
1179,1179.0,Air India,AI-624,Mar 21,Delhi,Bangalore,16h 10m,1-stop,"4,230"
1180,1180.0,Air India,AI-868,Mar 21,Delhi,Bangalore,17h 10m,1-stop,"4,230"
1181,1181.0,Air India,AI-441,Mar 21,Delhi,Bangalore,17h 20m,1-stop Via IXU,"4,230"
1182,1182.0,Air India,AI-636,Mar 21,Delhi,Bangalore,20h 40m,1-stop Via Indore,"4,230"
1183,1183.0,Air India,AI-805,Mar 21,Delhi,Bangalore,22h 30m,1-stop,"4,230"
1184,1184.0,Air India,AI-624,Mar 21,Delhi,Bangalore,23h 30m,1-stop,"4,230"
1185,1185.0,Air India,AI-868,Mar 21,Delhi,Bangalore,24h 30m,1-stop,"4,230"
1186,1186.0,Air India,AI-441,Mar 21,Delhi,Bangalore,24h 40m,1-stop Via IXU,"4,230"
1187,1187.0,Air India,AI-636,Mar 21,Delhi,Bangalore,28h 00m,1-stop Via Indore,"4,230"
1188,1188.0,Vistara,UK-975,Mar 21,Delhi,Bangalore,05h 00m,1-stop,"4,272"
1189,1189.0,Vistara,UK-981,Mar 21,Delhi,Bangalore,10h 10m,1-stop,"4,272"
1190,1190.0,Vistara,UK-953,Mar 21,Delhi,Bangalore,11h 10m,1-stop,"4,272"
1191,1191.0,Vistara,UK-981,Mar 21,Delhi,Bangalore,11h 10m,1-stop,"4,272"
1192,1192.0,Vistara,UK-975,Mar 21,Delhi,Bangalore,12h 00m,1-stop,"4,272"
1193,1193.0,Vistara,UK-953,Mar 21,Delhi,Bangalore,12h 10m,1-stop,"4,272"
1194,1194.0,GO FIRST,G8- 211,Mar 21,Delhi,Bangalore,07h 25m,1-stop,"4,324"
1195,1195.0,Indigo,6E- 967,Mar 21,Delhi,Bangalore,05h 05m,1-stop,"4,430"
1196,1196.0,Indigo,6E-2147,Mar 21,Delhi,Bangalore,11h 00m,1-stop,"4,430"
1197,1197.0,Air India,AI-811,Mar 21,Delhi,Bangalore,27h 15m,1-stop,"4,469"
1198,1198.0,Air India,AI-9843,Mar 21,Delhi,Bangalore,06h 45m,1-stop,"4,480"
1199,1199.0,Vistara,UK-993,Mar 21,Delhi,Bangalore,04h 55m,1-stop,"4,496"
1200,1200.0,Vistara,UK-951,Mar 21,Delhi,Bangalore,04h 55m,1-stop,"4,496"
1201,1201.0,Vistara,UK-933,Mar 21,Delhi,Bangalore,05h 25m,1-stop,"4,496"
1202,1202.0,Vistara,UK-945,Mar 21,Delhi,Bangalore,06h 05m,1-stop,"4,496"
1203,1203.0,Vistara,UK-993,Mar 21,Delhi,Bangalore,06h 25m,1-stop,"4,496"
1204,1204.0,Vistara,UK-951,Mar 21,Delhi,Bangalore,06h 35m,1-stop,"4,496"
1205,1205.0,Vistara,UK-933,Mar 21,Delhi,Bangalore,07h 20m,1-stop,"4,496"
1206,1206.0,Vistara,UK-995,Mar 21,Delhi,Bangalore,07h 25m,1-stop,"4,496"
1207,1207.0,Vistara,UK-945,Mar 21,Delhi,Bangalore,07h 35m,1-stop,"4,496"
1208,1208.0,Vistara,UK-993,Mar 21,Delhi,Bangalore,08h 05m,1-stop,"4,496"
1209,1209.0,Vistara,UK-927,Mar 21,Delhi,Bangalore,08h 15m,1-stop,"4,496"
1210,1210.0,Vistara,UK-951,Mar 21,Delhi,Bangalore,08h 30m,1-stop,"4,496"
1211,1211.0,Vistara,UK-995,Mar 21,Delhi,Bangalore,08h 55m,1-stop,"4,496"
1212,1212.0,Vistara,UK-945,Mar 21,Delhi,Bangalore,09h 15m,1-stop,"4,496"
1213,1213.0,Vistara,UK-927,Mar 21,Delhi,Bangalore,09h 45m,1-stop,"4,496"
1214,1214.0,Vistara,UK-993,Mar 21,Delhi,Bangalore,10h 00m,1-stop,"4,496"
1215,1215.0,Vistara,UK-995,Mar 21,Delhi,Bangalore,10h 35m,1-stop,"4,496"
1216,1216.0,Vistara,UK-945,Mar 21,Delhi,Bangalore,11h 10m,1-stop,"4,496"
1217,1217.0,Vistara,UK-927,Mar 21,Delhi,Bangalore,11h 25m,1-stop,"4,496"
1218,1218.0,Vistara,UK-985,Mar 21,Delhi,Bangalore,12h 00m,1-stop,"4,496"
1219,1219.0,GO FIRST,G8- 717,Mar 21,Delhi,Bangalore,07h 00m,1-stop,"4,509"
1220,1220.0,Air India,AI-877,Mar 21,Delhi,Bangalore,06h 05m,1-stop,"4,728"
1221,1221.0,Air India,AI-423,Mar 21,Delhi,Bangalore,12h 15m,1-stop Via STV,"4,728"
1222,1222.0,Air India,AI-473,Mar 21,Delhi,Bangalore,19h 40m,1-stop,"4,728"
1223,1223.0,Vistara,UK-955,Mar 21,Delhi,Bangalore,05h 05m,1-stop,"4,896"
1224,1224.0,Vistara,UK-941,Mar 21,Delhi,Bangalore,06h 05m,1-stop,"4,896"
1225,1225.0,Vistara,UK-963,Mar 21,Delhi,Bangalore,08h 55m,1-stop,"4,896"
1226,1226.0,Vistara,UK-963,Mar 21,Delhi,Bangalore,10h 25m,1-stop,"4,896"
1227,1227.0,Vistara,UK-963,Mar 21,Delhi,Bangalore,12h 05m,1-stop,"4,896"
1228,1228.0,Vistara,UK-943,Mar 21,Delhi,Bangalore,10h 15m,1-stop,"5,106"
1229,1229.0,Vistara,UK-943,Mar 21,Delhi,Bangalore,11h 45m,1-stop,"5,106"
1230,1230.0,GO FIRST,G8- 145,Mar 21,Delhi,Bangalore,04h 45m,1-stop,"5,184"
1231,1231.0,SpiceJet,SG-8721,Mar 21,Delhi,Bangalore,13h 55m,1-stop,"5,610"
1232,1232.0,GO FIRST,G8- 101,Mar 21,Delhi,Bangalore,06h 20m,1-stop,"5,313"
1233,1233.0,Vistara,UK-637,Mar 21,Delhi,Bangalore,25h 05m,1-stop,"5,334"
1234,1234.0,Air India,AI-767,Mar 21,Delhi,Bangalore,07h 55m,1-stop,"5,421"
1235,1235.0,Air India,AI-401,Mar 21,Delhi,Bangalore,13h 15m,1-stop,"5,421"
1236,1236.0,Air India,AI-423,Mar 21,Delhi,Bangalore,15h 15m,1-stop Via STV,"5,421"
1237,1237.0,Air India,AI-465,Mar 21,Delhi,Bangalore,23h 10m,1-stop,"5,504"
1238,1238.0,Air India,AI-512,Mar 21,Delhi,Bangalore,25h 50m,1-stop,"5,504"
1239,1239.0,SpiceJet,SG-8411,Mar 21,Delhi,Bangalore,13h 30m,1-stop,"5,920"
1240,1240.0,SpiceJet,SG-8645,Mar 21,Delhi,Bangalore,16h 40m,1-stop,"5,920"
1241,1241.0,SpiceJet,SG-8171,Mar 21,Delhi,Bangalore,21h 00m,1-stop,"5,920"
1242,1242.0,GO FIRST,G8- 131,Mar 21,Delhi,Bangalore,05h 40m,1-stop,"5,610"
1243,1243.0,GO FIRST,G8- 143,Mar 21,Delhi,Bangalore,05h 55m,1-stop,"5,610"
1244,1244.0,GO FIRST,G8-2511,Mar 21,Delhi,Bangalore,06h 25m,1-stop,"5,610"
1245,1245.0,GO FIRST,G8-7541,Mar 21,Delhi,Bangalore,06h 55m,1-stop,"5,610"
1246,1246.0,GO FIRST,G8- 143,Mar 21,Delhi,Bangalore,08h 10m,1-stop,"5,610"
1247,1247.0,GO FIRST,G8- 165,Mar 21,Delhi,Bangalore,08h 50m,1-stop,"5,610"
1248,1248.0,Air India,AI-409,Mar 21,Delhi,Bangalore,09h 30m,1-stop,"5,623"
1249,1249.0,Air India,AI-415,Mar 21,Delhi,Bangalore,26h 25m,1-stop,"5,623"
1250,1250.0,Indigo,6E-7407,Mar 21,Delhi,Bangalore,08h 30m,1-stop,"5,691"
1251,1251.0,Indigo,6E- 788,Mar 21,Delhi,Bangalore,09h 50m,1-stop,"5,691"
1252,1252.0,Air India,AI-885,Mar 21,Delhi,Bangalore,11h 35m,1-stop,"5,850"
1253,1253.0,Air India,AI-883,Mar 21,Delhi,Bangalore,24h 30m,1-stop,"5,850"
1254,1254.0,Air India,AI-459,Mar 21,Delhi,Bangalore,05h 40m,1-stop,"5,914"
1255,1255.0,Air India,AI-435,Mar 21,Delhi,Bangalore,12h 35m,2+-stop,"5,914"
1256,1256.0,Air India,AI-467,Mar 21,Delhi,Bangalore,17h 55m,1-stop,"5,914"
1257,1257.0,Air India,AI-435,Mar 21,Delhi,Bangalore,29h 15m,2+-stop,"5,914"
1258,1258.0,Air India,AI-435,Mar 21,Delhi,Bangalore,29h 15m,2+-stop,"5,914"
1259,1259.0,Air India,AI-435,Mar 21,Delhi,Bangalore,36h 35m,2+-stop,"5,914"
1260,1260.0,Vistara,UK-627,Mar 21,Delhi,Bangalore,29h 55m,2+-stop,"5,966"
1261,1261.0,Vistara,UK-637,Mar 21,Delhi,Bangalore,14h 40m,1-stop,"6,177"
1262,1262.0,Vistara,UK-637,Mar 21,Delhi,Bangalore,15h 40m,1-stop,"6,177"
1263,1263.0,Vistara,UK-637,Mar 21,Delhi,Bangalore,17h 35m,1-stop,"6,177"
1264,1264.0,GO FIRST,G8- 404,Mar 21,Delhi,Bangalore,04h 20m,1-stop,"6,315"
1265,1265.0,GO FIRST,G8- 286,Mar 21,Delhi,Bangalore,04h 20m,1-stop,"6,951"
